ecotrait,basin,year,subtractive,additive
microhab_aka,LU01,2014,0.000224945,-0.000324063
microhab_lit,LU01,2014,-0.000158857,-0.000111447
microhab_phy,LU01,2014,7.07E-05,-0.00056867
microhab_pom,LU01,2014,-4.99E-05,5.12E-05
microhab_oth,LU01,2014,-0.000303528,5.04E-05
tachtemp_psy,LU01,2014,6.14E-05,-0.000137302
tachtemp_the,LU01,2014,-0.000678056,-0.000317844
tachtemp_eut,LU01,2014,5.33E-05,-7.07E-05
tachsap_x,LU01,2014,5.14E-06,0.000284515
tachsap_o,LU01,2014,0.00014956,-0.000133134
tachsap_b,LU01,2014,-0.00019719,-0.000227984
tachsap_a,LU01,2014,-2.19E-05,0.000471252
tachsap_p,LU01,2014,-3.14E-05,-0.000114275
microhab_arg,LU01,2015,-1.02E-05,-1.81E-06
microhab_pel,LU01,2015,6.19E-05,-0.000496731
microhab_psa,LU01,2015,4.33E-05,-0.000828878
microhab_aka,LU01,2015,-6.81E-05,-0.000350023
microhab_lit,LU01,2015,-3.71E-05,-9.88E-05
microhab_phy,LU01,2015,-0.001983115,-0.0001176
microhab_pom,LU01,2015,0.000122013,2.66E-05
microhab_oth,LU01,2015,-0.000213406,0.001205226
tachtemp_psy,LU01,2015,0.000526579,8.25E-05
tachtemp_the,LU01,2015,0.000312972,-0.000116884
tachtemp_eut,LU01,2015,-0.000464506,-0.000321092
tachsap_x,LU01,2015,0.000303571,7.56E-05
tachsap_o,LU01,2015,0.000333213,-7.10E-06
tachsap_b,LU01,2015,6.40E-05,0.000118173
tachsap_a,LU01,2015,-0.000356507,-0.000309273
tachsap_p,LU01,2015,-7.45E-06,-8.00E-05
microhab_arg,LU01,2016,-1.35E-06,1.73E-05
microhab_pel,LU01,2016,1.67E-05,-9.33E-05
microhab_psa,LU01,2016,3.42E-05,0.000181297
microhab_aka,LU01,2016,5.29E-05,0.000103852
microhab_lit,LU01,2016,1.27E-05,-0.000201198
microhab_phy,LU01,2016,0.000183384,-0.001070212
microhab_pom,LU01,2016,-8.94E-05,-6.85E-05
microhab_oth,LU01,2016,-0.001191109,0.000158305
tachtemp_psy,LU01,2016,-7.48E-05,0.000630228
tachtemp_the,LU01,2016,0.000134316,0.000158366
tachtemp_eut,LU01,2016,0.000153258,-6.67E-06
tachsap_x,LU01,2016,-0.000455063,-0.00035132
tachsap_o,LU01,2016,0.000153774,3.94E-05
tachsap_b,LU01,2016,-0.000246844,-0.000159943
tachsap_a,LU01,2016,0.000429746,-7.53E-05
tachsap_p,LU01,2016,8.76E-05,-2.05E-05
microhab_arg,LU01,2017,-1.79E-05,1.09E-05
microhab_pel,LU01,2017,4.21E-05,-0.000407459
microhab_psa,LU01,2017,0.000223774,1.07E-05
microhab_aka,LU01,2017,0.000465647,7.64E-05
microhab_lit,LU01,2017,0.001201563,-1.73E-05
microhab_phy,LU01,2017,-0.000397238,-0.000514578
microhab_pom,LU01,2017,4.05E-05,0.000280443
microhab_oth,LU01,2017,-8.87E-05,0.00014614
tachtemp_psy,LU01,2017,0.000467311,-0.000638992
tachtemp_the,LU01,2017,-0.000222368,-0.000123304
tachtemp_eut,LU01,2017,0.000292028,-0.00015435
tachsap_x,LU01,2017,0.000280546,0.001001171
tachsap_o,LU01,2017,-9.92E-05,0.00027933
tachsap_b,LU01,2017,0.000411268,0.000665767
tachsap_a,LU01,2017,0.000160194,-0.00023575
tachsap_p,LU01,2017,2.00E-05,-5.96E-05
microhab_arg,NE01,2009,-0.000389637,0.000116522
microhab_pel,NE01,2009,0.000203094,-4.44E-05
microhab_psa,NE01,2009,0.002159166,0.002465608
microhab_aka,NE01,2009,-0.000105619,-9.38E-05
microhab_lit,NE01,2009,-0.000605966,-0.00085538
microhab_phy,NE01,2009,0.000846282,-0.001767454
microhab_pom,NE01,2009,-0.001010497,-0.000381992
microhab_oth,NE01,2009,-0.004100618,-0.001054375
tachtemp_psy,NE01,2009,0.000326284,-0.000302012
tachtemp_the,NE01,2009,-0.001474891,-0.004441653
tachtemp_eut,NE01,2009,0.003596701,-0.000228644
tachsap_x,NE01,2009,-5.47E-05,0.000261167
tachsap_o,NE01,2009,-0.002446405,-0.00178455
tachsap_b,NE01,2009,0.000133495,0.000510948
tachsap_a,NE01,2009,-0.000589378,-2.59E-05
tachsap_p,NE01,2009,0.000797461,0.001346205
microhab_arg,NE01,2010,3.26E-06,-6.54E-05
microhab_pel,NE01,2010,-0.000870512,0
microhab_psa,NE01,2010,-0.00771597,-0.00157469
microhab_aka,NE01,2010,-0.00014106,0.000125932
microhab_lit,NE01,2010,0.000406276,0.000423724
microhab_phy,NE01,2010,0.004461628,-0.004304756
microhab_pom,NE01,2010,0.000959687,0.001416229
microhab_oth,NE01,2010,-0.002725878,-0.000575517
tachtemp_psy,NE01,2010,-0.00022949,0.00097533
tachtemp_the,NE01,2010,-0.002173487,-0.001285739
tachtemp_eut,NE01,2010,-0.000777892,-0.001433424
tachsap_x,NE01,2010,0,-0.000271193
tachsap_o,NE01,2010,0,-0.001370313
tachsap_b,NE01,2010,-0.001657823,-0.000941752
tachsap_a,NE01,2010,0.001700014,0.001263194
tachsap_p,NE01,2010,-0.000929324,-9.02E-05
microhab_arg,NE01,2011,0,-0.000118543
microhab_pel,NE01,2011,2.40E-05,9.77E-05
microhab_psa,NE01,2011,0.00082551,-0.000572969
microhab_aka,NE01,2011,-0.000423208,0.000216682
microhab_lit,NE01,2011,-0.000708613,-0.000524726
microhab_phy,NE01,2011,-0.004083124,0.000721924
microhab_pom,NE01,2011,-0.00354715,8.41E-05
microhab_oth,NE01,2011,0.001164763,0.0017965
tachtemp_psy,NE01,2011,0.000345092,0.000717308
tachtemp_the,NE01,2011,0.002327976,0.003637941
tachtemp_eut,NE01,2011,0.002001123,0.003289536
tachsap_x,NE01,2011,0.000387981,0
tachsap_o,NE01,2011,0.002670338,-0.001537868
tachsap_b,NE01,2011,-0.000619068,-0.000958285
tachsap_a,NE01,2011,0.00081149,0.000424671
tachsap_p,NE01,2011,1.25E-05,0.00384816
microhab_arg,NE01,2012,0.000381144,-8.39E-05
microhab_pel,NE01,2012,-0.000411311,0.000473471
microhab_psa,NE01,2012,0.000805468,0.003857034
microhab_aka,NE01,2012,-0.000317929,0.000116863
microhab_lit,NE01,2012,6.96E-05,-0.000627256
microhab_phy,NE01,2012,0.002800983,-0.000645315
microhab_pom,NE01,2012,-0.000101472,0.000554418
microhab_oth,NE01,2012,0.000106292,0.000348446
tachtemp_psy,NE01,2012,-0.002436052,-0.000116493
tachtemp_the,NE01,2012,0.001181236,-0.000980115
tachtemp_eut,NE01,2012,-0.002855858,-0.000998824
tachsap_x,NE01,2012,-0.00125525,0.000122111
tachsap_o,NE01,2012,0.001612874,-0.002669529
tachsap_b,NE01,2012,0.000855636,0.00218814
tachsap_a,NE01,2012,-1.87E-05,-0.000597168
tachsap_p,NE01,2012,-0.001114372,-0.000399019
microhab_arg,NE01,2013,0.00036492,-9.40E-05
microhab_pel,NE01,2013,6.76E-06,0.000847295
microhab_psa,NE01,2013,-0.001580168,0.000456425
microhab_aka,NE01,2013,9.74E-05,0.000621802
microhab_lit,NE01,2013,0.001696973,0
microhab_phy,NE01,2013,0.003029566,-0.002455937
microhab_pom,NE01,2013,-0.00089255,0.000179613
microhab_oth,NE01,2013,0.000466716,0.008103289
tachtemp_psy,NE01,2013,-0.00016455,-0.000407455
tachtemp_the,NE01,2013,-0.002707337,-0.001733545
tachtemp_eut,NE01,2013,0.001178879,0.000912088
tachsap_x,NE01,2013,-0.00042502,0.00030349
tachsap_o,NE01,2013,0.001666308,0.001132836
tachsap_b,NE01,2013,0.000774702,-0.001005432
tachsap_a,NE01,2013,-0.000872387,-0.000726042
tachsap_p,NE01,2013,-5.32E-05,-0.001589944
microhab_arg,NE01,2014,4.47E-05,-0.000127488
microhab_pel,NE01,2014,-0.00089815,0.000116251
microhab_psa,NE01,2014,-0.005736262,0.000157366
microhab_aka,NE01,2014,0.0001965,0.00030967
microhab_lit,NE01,2014,0,-0.000301811
microhab_phy,NE01,2014,0.000492574,-0.002885647
microhab_pom,NE01,2014,0,0.000230057
microhab_oth,NE01,2014,-0.011932804,-0.001037997
tachtemp_psy,NE01,2014,0.000948832,-9.43E-05
tachtemp_the,NE01,2014,-0.003819561,-0.001583396
tachtemp_eut,NE01,2014,-0.001000575,-0.004613318
tachsap_x,NE01,2014,-0.000296589,7.29E-05
tachsap_o,NE01,2014,-0.00217737,-9.37E-05
tachsap_b,NE01,2014,0,-0.00363683
tachsap_a,NE01,2014,-0.000272421,-0.002969966
tachsap_p,NE01,2014,-0.002310407,-0.000505829
microhab_arg,NE01,2015,2.98E-05,0.000155999
microhab_pel,NE01,2015,-0.000759437,0.000287475
microhab_psa,NE01,2015,0.000316131,-0.000338656
microhab_aka,NE01,2015,-0.000505774,-0.000420232
microhab_lit,NE01,2015,0.000235031,-0.000371657
microhab_phy,NE01,2015,-0.003183101,-0.000274182
microhab_pom,NE01,2015,0.000429744,0.001297438
microhab_oth,NE01,2015,0.000636903,1.73E-05
tachtemp_psy,NE01,2015,7.11E-05,0.000311337
tachtemp_the,NE01,2015,0.000241997,0.00990263
tachtemp_eut,NE01,2015,0.003315664,0
tachsap_x,NE01,2015,8.95E-05,0.000221442
tachsap_o,NE01,2015,0.000386863,0.001474617
tachsap_b,NE01,2015,-0.001526811,0.002340438
tachsap_a,NE01,2015,0.002755692,0.001584628
tachsap_p,NE01,2015,0.000894991,0.00090827
microhab_arg,NE01,2016,-5.25E-05,-9.89E-05
microhab_pel,NE01,2016,9.85E-05,0.000440167
microhab_psa,NE01,2016,0.000393416,-0.000378796
microhab_aka,NE01,2016,0.000141546,-0.000159539
microhab_lit,NE01,2016,-0.000298507,0.0011801
microhab_phy,NE01,2016,0.001108253,0.000401366
microhab_pom,NE01,2016,-0.002744766,0.001046651
microhab_oth,NE01,2016,0.000574689,0.004256277
tachtemp_psy,NE01,2016,-0.000103158,-0.000511501
tachtemp_the,NE01,2016,-0.009673841,-0.001412205
tachtemp_eut,NE01,2016,0.000355121,-0.004064522
tachsap_x,NE01,2016,6.19E-05,-0.000149358
tachsap_o,NE01,2016,0.003262182,-0.00251849
tachsap_b,NE01,2016,-0.001919254,-0.000536611
tachsap_a,NE01,2016,-0.000284852,-0.000860485
tachsap_p,NE01,2016,0.00043252,-0.000182283
microhab_arg,NE01,2017,3.45E-05,-0.000217195
microhab_pel,NE01,2017,0.000298179,0.000937397
microhab_psa,NE01,2017,-0.000262152,0.006491743
microhab_aka,NE01,2017,0.000326446,0.000339202
microhab_lit,NE01,2017,-0.001926534,0.003008442
microhab_phy,NE01,2017,0.002568304,0.001953924
microhab_pom,NE01,2017,-0.001036178,-0.000484624
microhab_oth,NE01,2017,0.000568846,-0.000823718
tachtemp_psy,NE01,2017,0.000410315,-0.000112747
tachtemp_the,NE01,2017,0.000368797,0.004659534
tachtemp_eut,NE01,2017,0.003121277,0.000950197
tachsap_x,NE01,2017,0.000105096,0.000194436
tachsap_o,NE01,2017,-0.001878643,-0.002197872
tachsap_b,NE01,2017,0.000657909,0.002033407
tachsap_a,NE01,2017,-0.00202904,-0.001008765
tachsap_p,NE01,2017,0.0009842,-1.52E-05
microhab_arg,NE01,2018,-1.99E-07,0.00022147
microhab_pel,NE01,2018,-0.001388474,-0.000369336
microhab_psa,NE01,2018,-0.001320827,0.002091487
microhab_aka,NE01,2018,-0.000337379,-0.000313233
microhab_lit,NE01,2018,4.64E-05,-0.001080306
microhab_phy,NE01,2018,0.000842504,-0.004066982
microhab_pom,NE01,2018,0.00153498,0.000556182
microhab_oth,NE01,2018,0.000725463,9.82E-05
tachtemp_psy,NE01,2018,0.000856035,-1.14E-05
tachtemp_the,NE01,2018,0.001621754,0.001014653
tachtemp_eut,NE01,2018,0.000632136,-0.001658024
tachsap_x,NE01,2018,-5.03E-06,-0.000218007
tachsap_o,NE01,2018,0.002036189,0.001381998
tachsap_b,NE01,2018,-0.001575541,-0.000798035
tachsap_a,NE01,2018,0.000885146,-0.001457971
tachsap_p,NE01,2018,-0.00234249,-0.000717215
microhab_arg,NE01,2019,-0.000389637,0.000116522
microhab_pel,NE01,2019,0.000203094,-4.44E-05
microhab_psa,NE01,2019,0.002159166,0.002465608
microhab_aka,NE01,2019,-0.000105619,-9.38E-05
microhab_lit,NE01,2019,-0.000605966,-0.00085538
microhab_phy,NE01,2019,0.000846282,-0.001767454
microhab_pom,NE01,2019,-0.001010497,-0.000381992
microhab_oth,NE01,2019,-0.004100618,-0.001054375
tachtemp_psy,NE01,2019,0.000326284,-0.000302012
tachtemp_the,NE01,2019,-0.001474891,-0.004441653
tachtemp_eut,NE01,2019,0.003596701,-0.000228644
tachsap_x,NE01,2019,-5.47E-05,0.000261167
tachsap_o,NE01,2019,-0.002446405,-0.00178455
tachsap_b,NE01,2019,0.000133495,0.000510948
tachsap_a,NE01,2019,-0.000589378,-2.59E-05
tachsap_p,NE01,2019,0.000797461,0.001346205
microhab_arg,SP01,1998,-2.41E-05,0
microhab_pel,SP01,1998,0.001825604,0.007464862
microhab_psa,SP01,1998,0.000285903,0.001386974
microhab_aka,SP01,1998,0.001443715,-0.000583445
microhab_lit,SP01,1998,0.004698682,-0.000477209
microhab_phy,SP01,1998,0.000349309,0.000705275
microhab_pom,SP01,1998,0.000270744,5.04E-05
microhab_oth,SP01,1998,-0.000455068,0.00212474
tachtemp_psy,SP01,1998,0.001272736,-0.000178858
tachtemp_the,SP01,1998,0.000113179,-0.000747291
tachtemp_eut,SP01,1998,0.002160602,0
tachsap_x,SP01,1998,0.001707111,0.00061837
tachsap_o,SP01,1998,-0.000101068,-0.000105261
tachsap_b,SP01,1998,-0.000639968,0.000118867
tachsap_a,SP01,1998,0.000113193,-0.000728397
tachsap_p,SP01,1998,0.000172301,0.000935297
microhab_arg,SP01,1999,-0.000570359,4.35E-06
microhab_pel,SP01,1999,0.000130453,-0.003581808
microhab_psa,SP01,1999,-0.00024526,0.003021214
microhab_aka,SP01,1999,-0.000958652,0.001597841
microhab_lit,SP01,1999,3.74E-05,0.001215896
microhab_phy,SP01,1999,0.004415346,0
microhab_pom,SP01,1999,-0.002436453,-0.000335672
microhab_oth,SP01,1999,-0.002744739,-4.12E-05
tachtemp_psy,SP01,1999,-0.002755674,0.004912152
tachtemp_the,SP01,1999,0.000408367,-0.000855905
tachtemp_eut,SP01,1999,0.000790275,0
tachsap_x,SP01,1999,-0.002589389,0.00431659
tachsap_o,SP01,1999,-0.003056954,-0.001635492
tachsap_b,SP01,1999,0.000144331,-0.000469551
tachsap_a,SP01,1999,0.000756864,-0.002126918
tachsap_p,SP01,1999,-0.001799535,-0.000792577
microhab_arg,SP01,2000,-4.10E-06,-4.73E-06
microhab_pel,SP01,2000,0.004278155,0.001277712
microhab_psa,SP01,2000,-0.003190073,-0.000265036
microhab_aka,SP01,2000,-0.001500218,0.000936503
microhab_lit,SP01,2000,0.002224801,-0.002291978
microhab_phy,SP01,2000,-0.003392908,-0.000664177
microhab_pom,SP01,2000,0.000636601,0.000228472
microhab_oth,SP01,2000,0.000507244,0.000708564
tachtemp_psy,SP01,2000,-0.003304898,0.003589833
tachtemp_the,SP01,2000,0.000489437,0.000196008
tachtemp_eut,SP01,2000,-0.000651615,-0.001490572
tachsap_x,SP01,2000,-0.004467254,0.002228141
tachsap_o,SP01,2000,-0.000630025,0.000415845
tachsap_b,SP01,2000,0.000644948,0.003241419
tachsap_a,SP01,2000,0.001013873,0
tachsap_p,SP01,2000,0.000621326,0.00043961
microhab_arg,SP01,2001,-1.61E-05,-6.27E-06
microhab_pel,SP01,2001,0.002292834,-0.001318528
microhab_psa,SP01,2001,0.000344346,0.000608808
microhab_aka,SP01,2001,-0.000670724,0
microhab_lit,SP01,2001,0.004801526,0.006710421
microhab_phy,SP01,2001,0.001154132,0.00060475
microhab_pom,SP01,2001,-0.001119594,0.000739588
microhab_oth,SP01,2001,0.000177429,-0.000617407
tachtemp_psy,SP01,2001,-0.002034182,-0.001252275
tachtemp_the,SP01,2001,-0.001283414,0.002990342
tachtemp_eut,SP01,2001,0.004869428,0
tachsap_x,SP01,2001,-0.000874781,-0.000472477
tachsap_o,SP01,2001,-0.000441277,0.005929808
tachsap_b,SP01,2001,-0.002981339,-0.000125898
tachsap_a,SP01,2001,-0.000665971,-0.000305705
tachsap_p,SP01,2001,0.000213413,-0.00026769
microhab_arg,SP01,2002,4.89E-06,4.03E-05
microhab_pel,SP01,2002,0.00339351,-0.00091603
microhab_psa,SP01,2002,-0.000510298,9.42E-05
microhab_aka,SP01,2002,-0.000226268,0.000638894
microhab_lit,SP01,2002,-0.006952892,-0.002192399
microhab_phy,SP01,2002,0.001195984,-0.003960709
microhab_pom,SP01,2002,-0.000677663,0.000310516
microhab_oth,SP01,2002,0.000280511,-0.000380449
tachtemp_psy,SP01,2002,0.002011609,0.003788182
tachtemp_the,SP01,2002,0.000387173,-3.34E-05
tachtemp_eut,SP01,2002,0,0.000985688
tachsap_x,SP01,2002,0.00058312,0.003590147
tachsap_o,SP01,2002,-0.003358477,-0.00054555
tachsap_b,SP01,2002,0.000674796,0.001051051
tachsap_a,SP01,2002,2.29E-05,-0.000643048
tachsap_p,SP01,2002,0.000352929,-0.000128564
microhab_arg,SP01,2003,-3.34E-05,7.65E-05
microhab_pel,SP01,2003,-0.008787806,-0.00152929
microhab_psa,SP01,2003,0.000262597,-0.000517565
microhab_aka,SP01,2003,-0.000134255,0.000988171
microhab_lit,SP01,2003,0.00059287,-0.003406498
microhab_phy,SP01,2003,0.004889149,0
microhab_pom,SP01,2003,0.000350818,0.000125422
microhab_oth,SP01,2003,-0.000218296,0.000620332
tachtemp_psy,SP01,2003,0.003269575,-0.004295278
tachtemp_the,SP01,2003,-0.002162966,0.004846295
tachtemp_eut,SP01,2003,-0.003758273,0.006939099
tachsap_x,SP01,2003,0.00021837,-0.001514651
tachsap_o,SP01,2003,0.002878099,6.80E-05
tachsap_b,SP01,2003,-8.38E-06,0.003208436
tachsap_a,SP01,2003,0.001631936,0.006005862
tachsap_p,SP01,2003,-0.000867422,0.002748276
microhab_arg,SP01,2004,-4.11E-05,-4.32E-06
microhab_pel,SP01,2004,0.002883061,0.001006047
microhab_psa,SP01,2004,0.000482428,0
microhab_aka,SP01,2004,-0.000992038,0
microhab_lit,SP01,2004,0.003013349,0.003021735
microhab_phy,SP01,2004,0,-0.002520015
microhab_pom,SP01,2004,-5.44E-05,-0.000218338
microhab_oth,SP01,2004,0,-0.000714479
tachtemp_psy,SP01,2004,0.004144137,-0.000628281
tachtemp_the,SP01,2004,-0.005049569,-2.84E-05
tachtemp_eut,SP01,2004,-0.00666501,0.000513831
tachsap_x,SP01,2004,0.001050872,-0.00031682
tachsap_o,SP01,2004,-0.000157492,-0.002124019
tachsap_b,SP01,2004,-0.003647391,-0.000921096
tachsap_a,SP01,2004,-0.003328496,-0.00365398
tachsap_p,SP01,2004,-0.002471043,0.000100572
microhab_arg,SP01,2005,-2.25E-05,6.62E-05
microhab_pel,SP01,2005,0.001247482,-0.005603363
microhab_psa,SP01,2005,0,0.000102418
microhab_aka,SP01,2005,0.000323792,-0.000679909
microhab_lit,SP01,2005,-0.000902639,-0.002928786
microhab_phy,SP01,2005,0.002043294,-3.21E-07
microhab_pom,SP01,2005,-0.000106687,0.001125376
microhab_oth,SP01,2005,0.001101545,1.75E-05
tachtemp_psy,SP01,2005,-0.007124685,-0.003977382
tachtemp_the,SP01,2005,0.000497037,0.000855435
tachtemp_eut,SP01,2005,0.003251738,-0.002802501
tachsap_x,SP01,2005,-0.003179815,-0.001112634
tachsap_o,SP01,2005,-0.000346374,-6.08E-05
tachsap_b,SP01,2005,0.000636083,-0.000792213
tachsap_a,SP01,2005,0.001779631,0
tachsap_p,SP01,2005,5.79E-07,0.000651314
microhab_arg,SP01,2006,-3.91E-05,-3.78E-05
microhab_pel,SP01,2006,-0.002746825,-0.000978186
microhab_psa,SP01,2006,0.000658594,-0.000140658
microhab_aka,SP01,2006,0.0008627,-9.04E-05
microhab_lit,SP01,2006,-0.003157971,-0.001129675
microhab_phy,SP01,2006,-0.001768037,0.003018197
microhab_pom,SP01,2006,-0.000552706,-0.001051936
microhab_oth,SP01,2006,-0.001630189,4.54E-05
tachtemp_psy,SP01,2006,0.00222489,0.000483433
tachtemp_the,SP01,2006,0.000561881,-2.98E-05
tachtemp_eut,SP01,2006,0.00105236,0.00122299
tachsap_x,SP01,2006,0.001554346,-7.87E-05
tachsap_o,SP01,2006,0.000409085,0.00022049
tachsap_b,SP01,2006,0.000146788,3.33E-05
tachsap_a,SP01,2006,-0.001518884,3.06E-05
tachsap_p,SP01,2006,-0.001537758,-9.11E-07
microhab_arg,SP01,2007,2.93E-05,2.78E-05
microhab_pel,SP01,2007,0.005168177,0
microhab_psa,SP01,2007,-0.001480448,0.000174792
microhab_aka,SP01,2007,-0.000575169,-0.000156503
microhab_lit,SP01,2007,0,-0.003993678
microhab_phy,SP01,2007,-0.001315723,-0.0046852
microhab_pom,SP01,2007,0.000592583,-3.42E-05
microhab_oth,SP01,2007,-4.75E-05,0
tachtemp_psy,SP01,2007,-7.79E-06,0.000739851
tachtemp_the,SP01,2007,-0.002738728,0.000954516
tachtemp_eut,SP01,2007,-0.002298465,-0.001739204
tachsap_x,SP01,2007,-0.000704961,0.000802596
tachsap_o,SP01,2007,-0.00112378,-0.000940358
tachsap_b,SP01,2007,-0.000657833,-0.000589164
tachsap_a,SP01,2007,-0.000485926,-0.000323295
tachsap_p,SP01,2007,0.000664041,0
microhab_arg,SP01,2008,1.64E-06,0.000130719
microhab_pel,SP01,2008,0,0.003605282
microhab_psa,SP01,2008,-0.00020934,0.000663132
microhab_aka,SP01,2008,5.55E-05,0.001309148
microhab_lit,SP01,2008,0.004401379,1.70E-06
microhab_phy,SP01,2008,0.002502432,0.001996313
microhab_pom,SP01,2008,0.00053177,0.001195139
microhab_oth,SP01,2008,8.81E-05,0.00103619
tachtemp_psy,SP01,2008,0.001295841,-0.001394481
tachtemp_the,SP01,2008,0.000924381,0.002101381
tachtemp_eut,SP01,2008,0.006888225,0.004120717
tachsap_x,SP01,2008,-4.36E-05,-0.000418789
tachsap_o,SP01,2008,0.000343202,0.001466539
tachsap_b,SP01,2008,0.000731121,0.00091169
tachsap_a,SP01,2008,0.000704101,0.000185038
tachsap_p,SP01,2008,0,0.000344084
microhab_arg,SP01,2009,-6.29E-05,-3.02E-05
microhab_pel,SP01,2009,-0.005436522,-0.001740586
microhab_psa,SP01,2009,6.18E-06,0.001119466
microhab_aka,SP01,2009,-0.000152988,-0.002104332
microhab_lit,SP01,2009,0.00155504,-0.003879844
microhab_phy,SP01,2009,-0.001958264,0
microhab_pom,SP01,2009,-0.001442613,0.001392302
microhab_oth,SP01,2009,-0.00065595,-0.000141064
tachtemp_psy,SP01,2009,0.001062066,-0.001168537
tachtemp_the,SP01,2009,0.003364102,0.002716985
tachtemp_eut,SP01,2009,-0.00042908,-0.00668823
tachsap_x,SP01,2009,-0.001077502,0.000993237
tachsap_o,SP01,2009,-0.001538834,-0.000304939
tachsap_b,SP01,2009,0.001049695,-0.000106758
tachsap_a,SP01,2009,0.000236232,-0.000207422
tachsap_p,SP01,2009,-0.000541576,-0.000165053
microhab_arg,SP01,2010,-4.17E-05,-1.09E-06
microhab_pel,SP01,2010,0.001306521,0.004978263
microhab_psa,SP01,2010,-0.001004625,0.000549448
microhab_aka,SP01,2010,0.001046348,0.000626669
microhab_lit,SP01,2010,0.000931492,0.000241358
microhab_phy,SP01,2010,0.001064606,0.003875035
microhab_pom,SP01,2010,0.000410268,-8.61E-05
microhab_oth,SP01,2010,0.000675461,0.000239814
tachtemp_psy,SP01,2010,0,-0.000356676
tachtemp_the,SP01,2010,0.000248022,0.000169161
tachtemp_eut,SP01,2010,-0.001326088,0
tachsap_x,SP01,2010,0.000360087,0.000347585
tachsap_o,SP01,2010,9.29E-05,-0.000484602
tachsap_b,SP01,2010,-0.000914712,0
tachsap_a,SP01,2010,0.001116661,-0.000111239
tachsap_p,SP01,2010,-1.48E-05,0.000678005
microhab_arg,SP01,2011,1.40E-05,2.54E-05
microhab_pel,SP01,2011,-0.003422805,0.003282
microhab_psa,SP01,2011,-0.000173672,-0.000316642
microhab_aka,SP01,2011,-0.000326643,-0.000908517
microhab_lit,SP01,2011,0.003184762,0.001914123
microhab_phy,SP01,2011,0.000127272,-0.002262189
microhab_pom,SP01,2011,-0.002343744,0.00032842
microhab_oth,SP01,2011,-0.000823693,0.000497465
tachtemp_psy,SP01,2011,-6.56E-06,0.001123794
tachtemp_the,SP01,2011,-0.008930311,-0.000457555
tachtemp_eut,SP01,2011,0.001102284,-0.001995447
tachsap_x,SP01,2011,-0.000192825,0.000178515
tachsap_o,SP01,2011,0.00365316,-0.000647959
tachsap_b,SP01,2011,-0.00047117,-0.00086249
tachsap_a,SP01,2011,-0.001005424,1.95E-05
tachsap_p,SP01,2011,-0.000481768,0.00062904
microhab_arg,SP01,2012,-9.44E-05,1.16E-05
microhab_pel,SP01,2012,-0.004603136,0.004682434
microhab_psa,SP01,2012,0.000291464,-0.000397302
microhab_aka,SP01,2012,0.001250363,-0.000900704
microhab_lit,SP01,2012,0.000109175,-0.001887268
microhab_phy,SP01,2012,-0.002640457,0.000661246
microhab_pom,SP01,2012,-0.000487681,0.000470002
microhab_oth,SP01,2012,6.77E-05,0.000298375
tachtemp_psy,SP01,2012,-0.000653007,-0.003809959
tachtemp_the,SP01,2012,0.000300356,0.00092126
tachtemp_eut,SP01,2012,-0.000795702,0.000946813
tachsap_x,SP01,2012,-9.90E-05,-0.000620727
tachsap_o,SP01,2012,0.000218953,-0.002629735
tachsap_b,SP01,2012,0.001842669,0.000553378
tachsap_a,SP01,2012,-3.74E-05,-0.000142316
tachsap_p,SP01,2012,-0.000778914,0.000565932
microhab_arg,SP01,2013,-1.18E-05,9.53E-05
microhab_pel,SP01,2013,-0.000167661,-0.000706192
microhab_psa,SP01,2013,0.000463085,0
microhab_aka,SP01,2013,0.000935823,-0.000429815
microhab_lit,SP01,2013,-0.000349234,0.001551188
microhab_phy,SP01,2013,-0.000568351,0.001994527
microhab_pom,SP01,2013,0.000285481,-0.000113807
microhab_oth,SP01,2013,4.65E-05,-0.000826199
tachtemp_psy,SP01,2013,0.002999567,0.000424236
tachtemp_the,SP01,2013,-0.00123584,0.001851298
tachtemp_eut,SP01,2013,0.001346085,0.001998075
tachsap_x,SP01,2013,0.001071155,0.000146987
tachsap_o,SP01,2013,0.002247292,0
tachsap_b,SP01,2013,-0.001483575,-8.69E-05
tachsap_a,SP01,2013,0,0.000186526
tachsap_p,SP01,2013,3.33E-05,-0.000161831
microhab_arg,SP01,2014,-6.01E-05,-1.83E-05
microhab_pel,SP01,2014,-0.001640476,0.003364078
microhab_psa,SP01,2014,0.000200435,-0.00038974
microhab_aka,SP01,2014,0.000411815,-0.00018397
microhab_lit,SP01,2014,0.000769841,-0.00227953
microhab_phy,SP01,2014,0.004033339,0
microhab_pom,SP01,2014,0.000225963,2.43E-06
microhab_oth,SP01,2014,1.25E-05,0.000686651
tachtemp_psy,SP01,2014,0,-0.002673403
tachtemp_the,SP01,2014,0.001088094,-9.94E-05
tachtemp_eut,SP01,2014,-0.001324265,-0.001236289
tachsap_x,SP01,2014,-0.000491405,-0.002185516
tachsap_o,SP01,2014,0,-0.001083536
tachsap_b,SP01,2014,0.001228258,0
tachsap_a,SP01,2014,0.000869258,-8.42E-05
tachsap_p,SP01,2014,0.000129419,0.000430761
microhab_arg,SP01,2015,0,8.81E-06
microhab_pel,SP01,2015,-0.001274196,-0.003894281
microhab_psa,SP01,2015,-5.50E-05,-0.000471512
