basin,site,year,tax.richness,bio.richness,eco.richness
IR01,110000001,2015,8,0.363945266,0.34055557
IR01,110000001,2016,8,0.679870397,0.516726888
IR01,110000001,2017,9,0.609841442,0.224279016
IR01,110000001,2018,11,0.739232749,0.494095879
IR01,110000002,2003,9,0.637695116,0.576133846
IR01,110000002,2004,13,0.515466097,0.631483333
IR01,110000002,2005,9,0.745533049,0.373296029
IR01,110000002,2006,12,0.696791039,0.481225745
IR01,110000002,2007,11,0.696791039,0.320832465
IR01,110000002,2008,8,0.702352313,0.436336802
IR01,110000002,2009,12,0.705020766,0.411344469
IR01,110000002,2010,16,0.705020766,0.631483333
IR01,110000002,2011,12,0.839607764,0.428200786
IR01,110000002,2012,13,0.728283078,0.485292516
IR01,110000002,2013,15,0.725614624,0.388128774
IR01,110000002,2014,9,0.620920542,0.248101183
IR01,110000002,2015,8,0.285136474,0.284074542
IR01,110000002,2016,8,0.470012454,0.46609997
IR01,110000002,2017,12,0.739232749,0.541650708
IR01,110000002,2018,12,0.465480131,0.456078391
IR01,110000003,2003,10,0.427526349,0.29585838
IR01,110000003,2004,18,0.849113713,0.658031205
IR01,110000003,2005,19,0.757503135,0.533333839
IR01,110000003,2006,11,0.482304651,0.506580054
IR01,110000003,2007,7,0.246785384,0.126700783
IR01,110000003,2008,12,0.470936988,0.225527856
IR01,110000003,2009,18,0.775076158,0.491212209
IR01,110000003,2010,12,0.428387177,0.281183163
IR01,110000003,2011,16,0.752081991,0.446030393
IR01,110000003,2012,19,0.72406244,0.709841531
IR01,110000003,2013,13,0.353317125,0.346409765
IR01,110000003,2014,9,0.427648633,0.557269168
IR01,110000003,2015,11,0.62719971,0.263842555
IR01,110000003,2016,10,0.277101272,0.195619838
IR01,110000003,2017,9,0.62719971,0.121317502
IR01,110000003,2018,12,0.497288713,0.451195306
IR01,110000004,2003,14,0.717545446,0.477063988
IR01,110000004,2004,18,0.752853279,0.543411372
IR01,110000004,2005,14,0.702995553,0.447056466
IR01,110000004,2006,7,0.268481769,0.207094359
IR01,110000004,2007,10,0.475311425,0.185883248
IR01,110000004,2008,12,0.472999587,0.360812842
IR01,110000004,2009,15,0.757503135,0.604377519
IR01,110000004,2010,14,0.732494018,0.387198246
IR01,110000004,2011,16,0.801052726,0.684615683
IR01,110000004,2012,14,0.627455956,0.349798019
IR01,110000004,2013,12,0.4105042,0.280057868
IR01,110000004,2014,11,0.687468761,0.203252223
IR01,110000004,2015,12,0.517070788,0.434790297
IR01,110000004,2016,12,0.45892167,0.485833427
IR01,110000004,2017,11,0.674799264,0.443853323
IR01,110000004,2018,11,0.45992285,0.263842555
IR01,110000005,2003,11,0.731003022,0.28381387
IR01,110000005,2004,17,0.839607764,0.717073946
IR01,110000005,2005,13,0.695810321,0.412378811
IR01,110000005,2006,8,0.363952195,0.314180728
IR01,110000005,2007,9,0.702352313,0.373926312
IR01,110000005,2008,8,0.702352313,0.314180728
IR01,110000005,2009,7,0.60081468,0.367632217
IR01,110000005,2010,8,0.531755027,0.215817625
IR01,110000005,2011,11,0.802727327,0.619910204
IR01,110000005,2012,12,0.508798143,0.473504047
IR01,110000005,2013,16,0.445807606,0.740828594
IR01,110000005,2014,9,0.29858891,0.410164129
IR01,110000005,2015,11,0.638252975,0.367632217
IR01,110000005,2016,11,0.657349767,0.412656392
IR01,110000005,2017,7,0.500107819,0.03405529
IR01,110000005,2018,11,0.401969469,0.500301006
IR01,110000006,2003,7,0.638252975,0.245476142
IR01,110000006,2004,17,0.588989363,0.652821015
IR01,110000006,2005,8,0.274169298,0.045321164
IR01,110000006,2006,8,0.45626556,0.314180728
IR01,110000006,2007,10,0.696791039,0.290500317
IR01,110000006,2008,8,0.6158398,0.26583385
IR01,110000006,2009,11,0.62528542,0.499460265
IR01,110000006,2010,12,0.638252975,0.370125142
IR01,110000006,2011,16,0.825721494,0.619910204
IR01,110000006,2012,18,0.739232749,0.618209257
IR01,110000006,2013,11,0.419996236,0.485206399
IR01,110000006,2014,6,0.32475679,0.212506781
IR01,110000006,2015,13,0.640921429,0.539856514
IR01,110000006,2016,9,0.422188957,0.412656392
IR01,110000006,2017,6,0.533438597,0.075341108
IR01,110000006,2018,10,0.462346528,0.299169066
IR01,110000007,2003,16,0.677338993,0.642184424
IR01,110000007,2004,13,0.570717743,0.556995563
IR01,110000007,2005,9,0.461773587,0.479824422
IR01,110000007,2006,10,0.570005702,0.494095879
IR01,110000007,2007,12,0.60081468,0.367632217
IR01,110000007,2008,11,0.56961882,0.472946122
IR01,110000007,2009,10,0.582904607,0.534319592
IR01,110000007,2010,12,0.694122585,0.355094591
IR01,110000007,2011,12,0.381934199,0.396648525
IR01,110000007,2012,7,0.503931511,0.251763011
IR01,110000007,2013,9,0.60081468,0.398096067
IR01,110000007,2014,15,0.705786189,0.619910204
IR01,110000007,2015,11,0.340877305,0.683659049
IR01,110000007,2016,10,0.557747733,0.156146452
IR01,110000007,2017,10,0.462346528,0.338264701
IR01,110000007,2018,9,0.842813413,0.435311387
IR01,110000008,2003,24,0.747706386,0.683746386
IR01,110000008,2004,13,0.418058999,0.372998018
IR01,110000008,2005,12,0.512797643,0.534319592
IR01,110000008,2006,11,0.5372167,0.29304508
IR01,110000008,2007,6,0.400411042,0.226778887
IR01,110000008,2008,11,0.462933514,0.373926312
IR01,110000008,2009,12,0.411016695,0.462834095
IR01,110000008,2010,10,0.716268114,0.197642973
IR01,110000008,2011,15,0.539066471,0.561920714
IR01,110000008,2012,7,0.24094145,0.364558802
IR01,110000008,2013,10,0.554671087,0.282974605
IR01,110000008,2014,10,0.5372167,0.458130873
IR01,110000008,2015,8,0.333007991,0.370481962
IR01,110000008,2016,11,0.612305663,0.237146719
IR01,110000008,2017,8,0.638252975,0.245476142
IR01,110000008,2018,14,0.842813413,0.573447544
IR01,110000009,2003,14,0.526155972,0.432341279
IR01,110000009,2004,17,0.532823926,0.503405017
IR01,110000009,2005,11,0.445741483,0.34036
IR01,110000009,2006,14,0.463523019,0.263842555
IR01,110000009,2007,11,0.551805516,0.268291941
IR01,110000009,2008,8,0.615303446,0.193731825
IR01,110000009,2009,16,0.749499936,0.604185638
IR01,110000009,2010,16,0.734306279,0.460978765
IR01,110000009,2011,15,0.427526349,0.423731091
IR01,110000009,2012,13,0.654681313,0.315313129
IR01,110000009,2013,15,0.767770321,0.520210438
IR01,110000009,2014,13,0.702995553,0.449549392
IR01,110000009,2015,14,0.64822941,0.345997938
IR01,110000009,2016,15,0.518057448,0.616705192
IR01,110000009,2017,10,0.430405578,0.43891575
IR01,110000009,2018,13,0.670191043,0.294765116
IR01,110000010,2003,14,0.490799933,0.548047152
IR01,110000010,2004,20,0.551094311,0.524217786
IR01,110000010,2005,14,0.750067042,0.407741066
IR01,110000010,2006,17,0.763803435,0.64576765
IR01,110000010,2007,17,0.757503135,0.515761052
IR01,110000010,2008,13,0.474796358,0.389297389
IR01,110000010,2009,15,0.739232749,0.494095879
IR01,110000010,2010,14,0.476560447,0.389297389
IR01,110000010,2011,18,0.758274423,0.515761052
IR01,110000010,2012,18,0.776862386,0.656760035
IR01,110000010,2013,18,0.780765446,0.570194181
IR01,110000010,2014,13,0.509880023,0.362025173
IR01,110000010,2015,21,0.734760963,0.603091717
IR01,110000010,2016,9,0.471235498,0.269693561
IR01,110000010,2017,9,0.408490015,0.15227843
IR01,110000010,2018,15,0.725522407,0.540434894
IR01,110000011,2003,14,0.586374114,0.479072291
IR01,110000011,2004,24,0.831386945,0.654279337
IR01,110000011,2005,16,0.660693973,0.437952548
IR01,110000011,2006,13,0.573408266,0.526111704
IR01,110000011,2007,15,0.725522407,0.540434894
IR01,110000011,2008,8,0.63227105,0.157497816
IR01,110000011,2009,12,0.508587196,0.508419069
IR01,110000011,2010,14,0.624887872,0.322343706
IR01,110000011,2011,13,0.696984835,0.475006072
IR01,110000011,2012,10,0.527507168,0.367980873
IR01,110000011,2013,10,0.353317125,0.249837647
IR01,110000011,2014,15,0.631916683,0.53654523
IR01,110000011,2015,13,0.463384986,0.372375825
IR01,110000011,2016,14,0.679395454,0.459968669
IR01,110000011,2017,12,0.674027976,0.410975511
IR01,110000011,2018,10,0.340218002,0.413082995
IR01,110000012,2003,16,0.588078482,0.487370963
IR01,110000012,2004,24,0.778957857,0.651775851
IR01,110000012,2005,19,0.709295853,0.416075715
IR01,110000012,2006,18,0.763803435,0.548603908
IR01,110000012,2007,12,0.377096414,0.404041024
IR01,110000012,2008,10,0.421072859,0.340711726
IR01,110000012,2009,16,0.757503135,0.515761052
IR01,110000012,2010,8,0.658561202,0.340711726
IR01,110000012,2011,16,0.839607764,0.495605913
IR01,110000012,2012,15,0.720622698,0.555984765
IR01,110000012,2013,11,0.457716271,0.431443482
IR01,110000012,2014,10,0.441294524,0.39140689
IR01,110000012,2015,11,0.518383121,0.337276655
IR01,110000012,2016,15,0.720622698,0.537765816
IR01,110000012,2017,9,0.394671365,0.248676901
IR01,110000012,2018,9,0.488885409,0.405665328
IR01,110000013,2003,8,0.67164067,0.286945477
IR01,110000013,2004,16,0.677338993,0.623688675
IR01,110000013,2005,11,0.358160424,0.592201298
IR01,110000013,2006,12,0.508798143,0.450391437
IR01,110000013,2007,7,0.603483133,0.382108963
IR01,110000013,2008,9,0.411000809,0.416287376
IR01,110000013,2009,7,0.304127668,0.329477211
IR01,110000013,2010,8,0.625374074,0.282028614
IR01,110000013,2011,9,0.434351564,0.417246995
IR01,110000013,2012,11,0.702352313,0.436336802
IR01,110000013,2013,17,0.603338507,0.62564804
IR01,110000013,2014,8,0.593470833,0.125872314
IR01,110000013,2015,8,0.402675474,0.338320935
IR01,110000013,2016,10,0.495083331,0.616357558
IR01,110000013,2017,10,0.575570589,0.111128023
IR01,110000013,2018,7,0.44394118,0.19683449
IR01,110000014,2003,11,0.619133453,0.457849869
IR01,110000014,2004,12,0.637695116,0.582590683
IR01,110000014,2005,11,0.524140545,0.436336802
IR01,110000014,2006,10,0.473578049,0.514410736
IR01,110000014,2007,10,0.663132719,0.379074016
IR01,110000014,2008,9,0.60081468,0.367632217
IR01,110000014,2009,15,0.640921429,0.518374769
IR01,110000014,2010,12,0.705020766,0.533500544
IR01,110000014,2011,13,0.473058691,0.514032739
IR01,110000014,2012,11,0.694122585,0.239605397
IR01,110000014,2013,15,0.930989786,0.621608497
IR01,110000014,2014,8,0.64969742,0.400054004
IR01,110000014,2015,9,0.596139287,0.397530617
IR01,110000014,2016,13,0.705020766,0.507319217
IR01,110000014,2017,8,0.53105378,0.283643687
IR01,110000014,2018,13,0.713346401,0.411344469
IR01,110000015,2003,15,0.707841596,0.43768466
IR01,110000015,2004,16,0.752081991,0.525308922
IR01,110000015,2005,21,0.79675137,0.696636713
IR01,110000015,2006,9,0.396455785,0.26604543
IR01,110000015,2007,11,0.380455553,0.42276688
IR01,110000015,2008,10,0.607610073,0.417246995
IR01,110000015,2009,13,0.564387605,0.362505205
IR01,110000015,2010,10,0.666115116,0.434009774
IR01,110000015,2011,9,0.302115073,0.095365993
IR01,110000015,2012,12,0.616579659,0.375145835
IR01,110000015,2013,14,0.736347745,0.439028276
IR01,110000015,2014,10,0.297153528,0.196358161
IR01,110000015,2015,14,0.579886007,0.395586002
IR01,110000015,2016,11,0.447551827,0.354298692
IR01,110000015,2017,14,0.709834077,0.370068943
IR01,110000015,2018,11,0.438563979,0.451195306
IR01,110000016,2003,13,0.702995553,0.447056466
IR01,110000016,2004,23,0.551094311,0.794423862
IR01,110000016,2005,10,0.369595115,0.250063332
IR01,110000016,2006,7,0.235451184,0.154602062
IR01,110000016,2007,9,0.336142471,0.202703874
IR01,110000016,2008,12,0.409316999,0.298181384
IR01,110000016,2009,13,0.551606399,0.534306836
IR01,110000016,2010,10,0.679395454,0.376759764
IR01,110000016,2011,7,0.262622072,0.206686107
IR01,110000016,2012,11,0.723291152,0.555165717
IR01,110000016,2013,11,0.702352313,0.285059335
IR01,110000016,2014,8,0.355491971,0.081654638
IR01,110000016,2015,8,0.263464302,0.284074542
IR01,110000016,2016,9,0.451891752,0.287360355
IR01,110000016,2017,7,0.613157931,0.140376164
IR01,110000016,2018,11,0.659576287,0.169444286
LI01,122000001,2010,29,0.601788013,0.242697876
LI01,122000001,2012,25,0.674184962,0.475716607
LI01,122000001,2013,27,0.612716953,0.305578774
LI01,122000001,2014,22,0.665823932,0.401661423
LI01,122000001,2015,33,0.681343415,0.290150016
LI01,122000001,2016,24,0.629350375,0.257767047
LI01,122000001,2017,29,0.553221056,0.32605755
LI01,122000002,2010,6,0.175073576,0.118861734
LI01,122000002,2012,13,0.670539861,0.218363383
LI01,122000002,2013,16,0.47597378,0.234806993
LI01,122000002,2014,27,0.700513923,0.216269898
LI01,122000002,2015,21,0.587418963,0.244912344
LI01,122000002,2016,18,0.627826562,0.217644831
LI01,122000002,2017,18,0.503449857,0.448355063
LI01,122000003,2010,11,0.67450763,0.086388151
LI01,122000003,2012,6,0.187209314,0.136449048
LI01,122000003,2013,14,0.472261466,0.223713405
LI01,122000003,2014,14,0.573023896,0.244473701
LI01,122000003,2015,13,0.258234082,0.149269942
LI01,122000003,2016,25,0.69097528,0.271000194
LI01,122000003,2017,20,0.529547429,0.233451514
LI01,122000004,2010,20,0.396123621,0.33778306
LI01,122000004,2012,11,0.265917042,0.136333892
LI01,122000004,2013,30,0.733197802,0.219891784
LI01,122000004,2014,19,0.46803519,0.224335241
LI01,122000004,2015,31,0.646478248,0.463114607
LI01,122000004,2016,36,0.595846023,0.551006115
LI01,122000004,2017,25,0.505289911,0.317763727
LI01,122000005,2010,8,0.344986635,0.072172612
LI01,122000005,2012,13,0.42851191,0.200631816
LI01,122000005,2013,12,0.415973904,0.085249509
LI01,122000005,2014,26,0.702382078,0.198563012
LI01,122000005,2015,24,0.684727392,0.199085575
LI01,122000005,2016,28,0.702382078,0.188048706
LI01,122000005,2017,27,0.599822859,0.408925155
LI01,122000006,2010,8,0.231117559,0.140446244
LI01,122000006,2012,21,0.52948641,0.274120201
LI01,122000006,2013,21,0.635056368,0.272400615
LI01,122000006,2014,23,0.7370966,0.373018887
LI01,122000006,2015,29,0.690071867,0.345231841
LI01,122000006,2016,16,0.535518193,0.296719431
LI01,122000006,2017,20,0.66783758,0.309435099
LI01,122000007,2010,15,0.435213219,0.411662617
LI01,122000007,2012,28,0.807114406,0.611397566
LI01,122000007,2013,20,0.804085462,0.273165247
LI01,122000007,2014,38,0.807911696,0.381328647
LI01,122000007,2015,37,0.809028556,0.629266368
LI01,122000007,2016,26,0.816294445,0.656214854
LI01,122000007,2017,6,0.349277889,0.100432912
LI01,122000008,2010,29,0.583169564,0.262571103
LI01,122000008,2012,16,0.684907446,0.241521314
LI01,122000008,2013,23,0.698347216,0.198061119
LI01,122000008,2014,28,0.609983893,0.159192219
LI01,122000008,2015,27,0.626215686,0.268084784
LI01,122000008,2016,28,0.697791394,0.176556926
LI01,122000008,2017,21,0.637750991,0.281119832
LI01,122000009,2010,5,0.114843547,0.021511254
LI01,122000009,2012,20,0.53140482,0.271482366
LI01,122000009,2013,12,0.53909445,0.323770034
LI01,122000009,2014,20,0.547289311,0.222727487
LI01,122000009,2015,25,0.59891807,0.324128432
LI01,122000009,2016,21,0.672904977,0.448890301
LI01,122000009,2017,24,0.571263207,0.209517981
LI01,122000010,2010,25,0.651416711,0.280289902
LI01,122000010,2012,14,0.596089527,0.148341119
LI01,122000010,2013,25,0.686789231,0.254206775
LI01,122000010,2014,27,0.76841711,0.209169528
LI01,122000010,2015,27,0.663090313,0.229644968
LI01,122000010,2016,38,0.720488636,0.279827066
LI01,122000010,2017,47,0.756624627,0.457042465
LI01,122000011,2010,26,0.613145917,0.185789417
LI01,122000011,2012,24,0.684907446,0.441350979
LI01,122000011,2013,28,0.714956525,0.225604814
LI01,122000011,2014,27,0.514801094,0.414393874
LI01,122000011,2015,33,0.708352358,0.452291605
LI01,122000011,2016,20,0.591665097,0.207834042
LI01,122000011,2017,8,0.192387717,0.127528986
LI01,122000012,2010,32,0.673372674,0.38420796
LI01,122000012,2012,25,0.69948238,0.394474306
LI01,122000012,2013,24,0.711235867,0.23918971
LI01,122000012,2014,40,0.671213952,0.287212665
LI01,122000012,2015,28,0.551540922,0.266456857
LI01,122000012,2016,18,0.671733388,0.216949276
LI01,122000012,2017,28,0.759452132,0.385136236
LI01,122000020,2010,5,0.116131346,0.046034496
LI01,122000020,2012,7,0.185071828,0.175380732
LI01,122000020,2013,12,0.367945916,0.164798959
LI01,122000020,2014,13,0.621646842,0.199759253
LI01,122000020,2015,9,0.339559948,0.111871967
LI01,122000020,2016,16,0.397887363,0.184772865
LI01,122000020,2017,12,0.458978238,0.156889034
LI01,122000021,2010,12,0.666776179,0.136016163
LI01,122000021,2012,13,0.53881379,0.146260329
LI01,122000021,2013,21,0.688072336,0.247697516
LI01,122000021,2014,30,0.837615022,0.343047157
LI01,122000021,2015,35,0.657039767,0.466959609
LI01,122000021,2016,9,0.325759507,0.064218693
LI01,122000021,2017,11,0.522862329,0.213109266
LI01,122000022,2010,14,0.374950364,0.150341131
LI01,122000022,2012,13,0.38831204,0.136421614
LI01,122000022,2013,31,0.763541661,0.366018737
LI01,122000022,2014,22,0.676786535,0.37030855
LI01,122000022,2015,28,0.881150773,0.541495807
LI01,122000022,2016,29,0.584828021,0.305034062
LI01,122000022,2017,18,0.692219545,0.416501279
LI01,122000023,2010,34,0.675461349,0.2600029
LI01,122000023,2012,26,0.746298266,0.370147634
LI01,122000023,2013,29,0.756132759,0.430256224
LI01,122000023,2014,28,0.721709571,0.358654125
LI01,122000023,2015,29,0.750096566,0.42196773
LI01,122000023,2016,23,0.643943818,0.24684636
LI01,122000023,2017,30,0.530899595,0.298525359
LI01,122000024,2010,27,0.688506257,0.465061646
LI01,122000024,2012,25,0.541378743,0.38967191
LI01,122000024,2013,25,0.671639207,0.29590147
LI01,122000024,2014,31,0.603876275,0.200964033
LI01,122000024,2015,34,0.679094972,0.405366454
LI01,122000024,2016,20,0.56262052,0.280866816
LI01,122000024,2017,16,0.372465876,0.318766204
LI01,122000025,2010,27,0.584499078,0.434521347
LI01,122000025,2012,26,0.50005973,0.624350657
LI01,122000025,2013,34,0.666776179,0.454245567
LI01,122000025,2014,33,0.556464748,0.421389752
LI01,122000025,2015,45,0.77686688,0.440437276
LI01,122000025,2016,32,0.6779219,0.452936321
LI01,122000025,2017,26,0.608800708,0.527518834
LI01,122000026,2010,6,0.173785388,0.067297694
LI01,122000026,2012,13,0.65607921,0.140061667
LI01,122000026,2013,19,0.496231323,0.360048197
LI01,122000026,2014,23,0.686896716,0.463561147
LI01,122000026,2015,10,0.327422626,0.138571249
LI01,122000026,2016,17,0.534139101,0.361821827
LI01,122000026,2017,19,0.535530315,0.436347403
LI01,122000027,2010,15,0.545461268,0.225160631
LI01,122000027,2012,21,0.663316976,0.191943971
LI01,122000027,2013,11,0.209505059,0.191910324
LI01,122000027,2014,30,0.694313627,0.596428448
LI01,122000027,2015,27,0.617535377,0.352796961
LI01,122000027,2016,15,0.539190427,0.386558244
LI01,122000027,2017,10,0.400164048,0.128898597
LI01,122000028,2010,15,0.42239078,0.246951855
LI01,122000028,2012,12,0.582856867,0.114744335
LI01,122000028,2013,8,0.197838256,0.092650532
LI01,122000028,2014,19,0.564642548,0.258368713
LI01,122000028,2015,11,0.191483557,0.112452408
LI01,122000028,2016,18,0.518252088,0.300808986
LI01,122000028,2017,18,0.621029909,0.186319898
LI01,122000030,2010,13,0.629120128,0.106849028
LI01,122000030,2012,34,0.716080904,0.25481697
LI01,122000030,2013,24,0.725810132,0.395093323
LI01,122000030,2014,31,0.683755479,0.187407352
LI01,122000030,2015,29,0.5505435,0.296435099
LI01,122000030,2016,25,0.665370366,0.162333377
LI01,122000030,2017,11,0.577068858,0.16134312
LI01,122000031,2010,18,0.613009874,0.297078504
LI01,122000031,2012,23,0.668710988,0.335257013
LI01,122000031,2013,27,0.681738335,0.426601509
LI01,122000031,2014,22,0.650082269,0.247385405
LI01,122000031,2015,23,0.651324937,0.315537501
LI01,122000031,2016,20,0.488505817,0.249771584
LI01,122000031,2017,8,0.24257836,0.04771541
LI01,122000032,2010,13,0.361480356,0.268009067
LI01,122000032,2012,16,0.494975608,0.396872579
LI01,122000032,2013,16,0.399469145,0.142898493
LI01,122000032,2014,19,0.555575179,0.196256339
LI01,122000032,2015,24,0.639764498,0.345934294
LI01,122000032,2016,25,0.519178142,0.208641655
LI01,122000032,2017,21,0.509600773,0.259176006
LI01,122000034,2010,6,0.472420589,0.148622382
LI01,122000034,2012,8,0.467408708,0.17570898
LI01,122000034,2013,7,0.101758489,0.151817357
LI01,122000034,2014,12,0.352949187,0.241825506
LI01,122000034,2015,19,0.441335108,0.245561182
LI01,122000034,2016,30,0.601531888,0.361312487
LI01,122000034,2017,10,0.384520741,0.256438962
LI01,122000035,2010,36,0.653998327,0.388753712
LI01,122000035,2012,30,0.77006938,0.445752433
LI01,122000035,2013,42,0.799807248,0.400065574
LI01,122000035,2014,35,0.85749326,0.626391593
LI01,122000035,2015,41,0.773647736,0.437276913
LI01,122000035,2016,35,0.799813874,0.283017325
LI01,122000035,2017,34,0.611692103,0.265465047
LI01,122000036,2010,19,0.500177875,0.155714858
LI01,122000036,2012,27,0.554734967,0.479353915
LI01,122000036,2013,32,0.626013974,0.485064765
LI01,122000036,2014,24,0.753656529,0.198100447
LI01,122000036,2015,34,0.76608513,0.443331155
LI01,122000036,2016,33,0.754854458,0.449882757
LI01,122000036,2017,31,0.69587428,0.209435584
LI01,122000037,2010,30,0.585250309,0.262265718
LI01,122000037,2012,19,0.354531828,0.427137801
LI01,122000037,2013,26,0.498436761,0.240701072
LI01,122000037,2014,20,0.461937991,0.513544822
LI01,122000037,2015,30,0.563437118,0.516156405
LI01,122000037,2016,22,0.470266056,0.362267914
LI01,122000037,2017,32,0.608053447,0.408332141
LI01,122000038,2010,12,0.607799113,0.09931181
LI01,122000038,2012,25,0.541610869,0.173182017
LI01,122000038,2013,27,0.716683865,0.452142821
LI01,122000038,2014,27,0.740616495,0.217946913
LI01,122000038,2015,30,0.718808409,0.170790625
LI01,122000038,2016,30,0.697168279,0.264759701
LI01,122000038,2017,22,0.572863748,0.221716645
LI01,122000039,2010,19,0.526362159,0.408408279
LI01,122000039,2012,25,0.634323944,0.223865544
LI01,122000039,2013,25,0.672889464,0.258066982
LI01,122000039,2014,24,0.697571784,0.169743417
LI01,122000039,2015,27,0.647234974,0.227730244
LI01,122000039,2016,18,0.697168279,0.177626414
LI01,122000039,2017,17,0.549484065,0.415707473
LI01,122000040,2010,24,0.541227722,0.294513577
LI01,122000040,2012,24,0.557879225,0.215847193
LI01,122000040,2013,21,0.209837086,0.231617279
LI01,122000040,2014,29,0.541706447,0.407661022
LI01,122000040,2015,36,0.490438324,0.473680991
LI01,122000040,2016,26,0.74399228,0.417251369
LI01,122000040,2017,16,0.225090788,0.132837317
LI01,122000041,2010,22,0.628245301,0.286505088
LI01,122000041,2012,15,0.479538859,0.12701452
LI01,122000041,2013,27,0.693950149,0.324898467
LI01,122000041,2014,28,0.761189835,0.219903079
LI01,122000041,2015,29,0.716965589,0.197538928
LI01,122000041,2016,18,0.57402534,0.252477205
LI01,122000041,2017,29,0.73418809,0.29101955
LU01,105000001,2007,35,0.474005616,0.296989789
LU01,105000001,2008,29,0.363508524,0.397076452
LU01,105000001,2009,36,0.350728511,0.375197236
LU01,105000001,2011,40,0.534272765,0.414440858
LU01,105000001,2012,33,0.415665817,0.230521618
LU01,105000001,2013,40,0.554120262,0.457974327
LU01,105000001,2014,40,0.558385401,0.432647455
LU01,105000001,2015,48,0.619493971,0.516229815
LU01,105000001,2016,34,0.42428699,0.332613262
LU01,105000001,2017,44,0.615006938,0.485784935
LU01,105000002,2007,37,0.449216271,0.460031495
LU01,105000002,2008,33,0.455714671,0.230273294
LU01,105000002,2009,36,0.418866248,0.321261221
LU01,105000002,2011,42,0.411187236,0.343027134
LU01,105000002,2012,35,0.441292038,0.31694602
LU01,105000002,2013,40,0.457232449,0.426882825
LU01,105000002,2014,39,0.536212869,0.372772478
LU01,105000002,2015,42,0.502673435,0.483874215
LU01,105000002,2016,37,0.507821702,0.419871831
LU01,105000002,2017,41,0.493846563,0.483189369
LU01,105000003,2007,34,0.388907444,0.275757398
LU01,105000003,2008,35,0.506650353,0.297944747
LU01,105000003,2009,38,0.5606701,0.341153562
LU01,105000003,2011,38,0.522572761,0.388975216
LU01,105000003,2012,39,0.552063475,0.413591556
LU01,105000003,2013,44,0.615357111,0.433556493
LU01,105000003,2014,36,0.517254547,0.350663722
LU01,105000003,2015,29,0.498718018,0.264223159
LU01,105000003,2016,32,0.440916921,0.422844939
LU01,105000003,2017,30,0.386614227,0.308705836
LU01,105000004,2007,45,0.652016973,0.430396822
LU01,105000004,2008,25,0.479048801,0.262025481
LU01,105000004,2009,34,0.521198744,0.355507832
LU01,105000004,2011,37,0.473151142,0.425500312
LU01,105000004,2012,27,0.335806076,0.375097259
LU01,105000004,2013,41,0.541113565,0.45526522
LU01,105000004,2014,37,0.529602017,0.481909159
LU01,105000004,2015,39,0.50585587,0.302387719
LU01,105000004,2016,32,0.415312228,0.417616889
LU01,105000004,2017,42,0.458953209,0.366446118
LU01,105000005,2007,42,0.427822669,0.318982337
LU01,105000005,2008,32,0.436806679,0.217032722
LU01,105000005,2009,36,0.503593362,0.441905631
LU01,105000005,2011,50,0.585654628,0.481332493
LU01,105000005,2012,42,0.572308426,0.448174709
LU01,105000005,2013,45,0.548643537,0.328973999
LU01,105000005,2014,47,0.571811839,0.443003354
LU01,105000005,2015,48,0.612200094,0.481351339
LU01,105000005,2016,44,0.571177989,0.339280188
LU01,105000005,2017,36,0.455183129,0.332678751
LU01,105000006,2007,25,0.367135573,0.26489686
LU01,105000006,2008,28,0.315967036,0.260142628
LU01,105000006,2009,30,0.354073288,0.227142327
LU01,105000006,2011,33,0.503096195,0.358016057
LU01,105000006,2012,37,0.483948651,0.354668104
LU01,105000006,2013,36,0.371563341,0.345500524
LU01,105000006,2014,41,0.413068289,0.31674638
LU01,105000006,2015,31,0.32307852,0.250325227
LU01,105000006,2016,35,0.410065742,0.309295659
LU01,105000006,2017,39,0.598548018,0.292048993
LU01,105000007,2007,37,0.468764929,0.457796291
LU01,105000007,2008,33,0.527080153,0.348395298
LU01,105000007,2009,24,0.347078591,0.349233679
LU01,105000007,2011,43,0.478650809,0.48438373
LU01,105000007,2012,41,0.442107331,0.343059887
LU01,105000007,2013,42,0.548651325,0.450511576
LU01,105000007,2014,38,0.43645445,0.373452717
LU01,105000007,2015,37,0.517768198,0.348745677
LU01,105000007,2016,35,0.366181769,0.281241225
LU01,105000007,2017,42,0.444851667,0.436504488
LU01,105000008,2007,22,0.315118746,0.205059992
LU01,105000008,2008,19,0.321001644,0.224553819
LU01,105000008,2009,23,0.451508483,0.259413629
LU01,105000008,2011,33,0.542205203,0.407281883
LU01,105000008,2012,29,0.388920163,0.251586277
LU01,105000008,2013,24,0.37645583,0.216994052
LU01,105000008,2014,23,0.456673173,0.266731536
LU01,105000008,2015,23,0.48029493,0.283717376
LU01,105000008,2016,22,0.323840189,0.211317125
LU01,105000008,2017,26,0.392132101,0.226641632
LU01,105000009,2007,26,0.387255113,0.319882998
LU01,105000009,2008,26,0.408550266,0.231496107
LU01,105000009,2009,28,0.327874731,0.264977743
LU01,105000009,2011,30,0.390794027,0.284293882
LU01,105000009,2012,31,0.44381292,0.298448197
LU01,105000009,2013,34,0.564479503,0.417586855
LU01,105000009,2014,33,0.503912071,0.371558756
LU01,105000009,2015,27,0.43711315,0.265826887
LU01,105000009,2016,20,0.300690581,0.169015993
LU01,105000009,2017,25,0.363746443,0.164879574
LU01,105000010,2007,31,0.539258683,0.417338855
